ICAO,ultimo_parado,despegue,tiempo_espera,aircraft_type,fecha_despegue,hora_despegue
48C223,2024-12-01 09:01:07.218,2024-12-01 09:20:24.903,1157.685,High vortex aircraft,2024-12-01,9
48C223,2024-12-05 09:26:00.119,2024-12-05 09:26:38.009,37.89,High vortex aircraft,2024-12-05,9
3E1A54,2024-12-01 17:26:30.547,2024-12-01 17:37:08.720,638.173,High vortex aircraft,2024-12-01,17
3E1A54,2024-12-04 02:49:51.851,2024-12-04 02:58:49.607,537.756,Heavy (larger than 136000 kg),2024-12-04,2
3E1A54,2024-12-07 09:11:27.658,2024-12-07 09:20:28.983,541.325,High vortex aircraft,2024-12-07,9
3E377E,2024-12-04 09:30:19.348,2024-12-04 09:30:37.465,18.117,High vortex aircraft,2024-12-04,9
3E377E,2024-12-05 09:38:38.412,2024-12-05 09:39:30.317,51.905,High vortex aircraft,2024-12-05,9
400D5A,2024-12-06 11:14:53.002,2024-12-06 11:15:15.554,22.552,High vortex aircraft,2024-12-06,11
471F6E,2024-12-03 09:29:02.880,2024-12-03 09:30:17.584,74.704,High vortex aircraft,2024-12-03,9
494111,2024-12-07 13:09:59.299,2024-12-07 13:23:35.124,815.825,High vortex aircraft,2024-12-07,13
4CADFF,2024-12-05 05:52:07.100,2024-12-05 05:52:31.346,24.246,High vortex aircraft,2024-12-05,5
4CADFF,2024-12-05 13:13:37.447,2024-12-05 13:20:51.827,434.38,High vortex aircraft,2024-12-05,13
4CADFF,2024-12-05 21:55:28.606,2024-12-06 08:56:03.326,39634.72,High vortex aircraft,2024-12-06,8
4CADFF,2024-12-06 13:10:40.796,2024-12-06 13:11:07.212,26.416,High vortex aircraft,2024-12-06,13
4CADFF,2024-12-06 20:10:26.415,2024-12-06 20:26:12.229,945.814,High vortex aircraft,2024-12-06,20
AB4840,2024-12-01 10:18:11.267,2024-12-01 10:18:55.370,44.103,High vortex aircraft,2024-12-01,10
0D09E5,2024-12-01 15:11:37.695,2024-12-07 11:30:55.394,505157.699,High vortex aircraft,2024-12-07,11
0D09E5,2024-12-07 14:27:54.415,2024-12-07 14:42:04.967,850.552,High vortex aircraft,2024-12-07,14
3444C3,2024-12-01 14:50:01.967,2024-12-01 14:50:28.876,26.909,High vortex aircraft,2024-12-01,14
3444C3,2024-12-02 06:19:19.198,2024-12-02 06:19:46.302,27.104,Heavy (larger than 136000 kg),2024-12-02,6
3444C3,2024-12-02 14:43:26.333,2024-12-02 14:43:51.726,25.393,High vortex aircraft,2024-12-02,14
3444C3,2024-12-03 06:54:08.851,2024-12-03 06:54:41.110,32.259,High vortex aircraft,2024-12-03,6
3444C3,2024-12-03 14:25:33.637,2024-12-03 14:26:00.753,27.116,High vortex aircraft,2024-12-03,14
3444C3,2024-12-04 05:47:39.985,2024-12-04 05:48:11.086,31.101,High vortex aircraft,2024-12-04,5
3444C3,2024-12-04 10:24:02.500,2024-12-04 10:24:27.485,24.985,Heavy (larger than 136000 kg),2024-12-04,10
3444C3,2024-12-04 14:44:23.275,2024-12-04 14:44:49.467,26.192,High vortex aircraft,2024-12-04,14
3444C3,2024-12-05 07:34:42.978,2024-12-05 07:35:08.144,25.166,High vortex aircraft,2024-12-05,7
3444C3,2024-12-05 12:22:49.610,2024-12-05 12:24:23.116,93.506,High vortex aircraft,2024-12-05,12
3444C3,2024-12-05 16:27:30.480,2024-12-05 16:27:56.654,26.174,High vortex aircraft,2024-12-05,16
3444C3,2024-12-05 21:41:40.562,2024-12-05 21:55:09.469,808.907,High vortex aircraft,2024-12-05,21
44CC42,2024-12-02 19:45:22.666,2024-12-02 19:53:58.322,515.656,High vortex aircraft,2024-12-02,19
44CC42,2024-12-06 16:40:37.593,2024-12-06 16:48:19.457,461.864,High vortex aircraft,2024-12-06,16
460CB6,2024-12-04 10:35:19.706,2024-12-04 10:35:45.849,26.143,High vortex aircraft,2024-12-04,10
471F6F,2024-12-02 20:04:14.704,2024-12-02 20:20:01.186,946.482,High vortex aircraft,2024-12-02,20
4CA4F2,2024-12-01 05:32:17.101,2024-12-01 05:47:44.777,927.676,High vortex aircraft,2024-12-01,5
4CA4F2,2024-12-01 13:14:42.132,2024-12-01 13:25:53.447,671.315,High vortex aircraft,2024-12-01,13
4CA4F2,2024-12-02 08:22:33.693,2024-12-02 08:34:08.005,694.312,High vortex aircraft,2024-12-02,8
4CA4F2,2024-12-02 16:34:02.492,2024-12-02 16:34:35.073,32.581,High vortex aircraft,2024-12-02,16
4CA4F2,2024-12-03 09:36:27.927,2024-12-03 09:36:51.476,23.549,High vortex aircraft,2024-12-03,9
4CA4F2,2024-12-03 19:22:27.552,2024-12-03 19:34:31.769,724.217,High vortex aircraft,2024-12-03,19
4CA4F2,2024-12-06 19:14:25.599,2024-12-06 19:24:13.511,587.912,High vortex aircraft,2024-12-06,19
4CA4F2,2024-12-07 05:34:05.058,2024-12-07 05:34:29.270,24.212,High vortex aircraft,2024-12-07,5
4CA4F2,2024-12-07 13:09:25.187,2024-12-07 13:09:45.467,20.28,High vortex aircraft,2024-12-07,13
4D22B1,2024-12-02 18:54:31.645,2024-12-02 18:54:55.008,23.363,High vortex aircraft,2024-12-02,18
4D22B1,2024-12-07 19:24:37.740,2024-12-07 19:25:05.533,27.793,High vortex aircraft,2024-12-07,19
AA44CD,2024-12-01 08:31:02.304,2024-12-01 08:31:29.094,26.79,High vortex aircraft,2024-12-01,8
E80450,2024-12-03 21:44:11.416,2024-12-03 21:50:57.589,406.173,High vortex aircraft,2024-12-03,21
3474CD,2024-12-01 15:55:52.035,2024-12-01 15:56:33.983,41.948,High vortex aircraft,2024-12-01,15
3474CD,2024-12-02 14:06:16.967,2024-12-02 14:06:48.312,31.345,High vortex aircraft,2024-12-02,14
3474CD,2024-12-07 16:59:41.203,2024-12-07 17:00:11.139,29.936,High vortex aircraft,2024-12-07,17
406674,2024-12-05 13:53:55.172,2024-12-05 13:54:25.293,30.121,High vortex aircraft,2024-12-05,13
44001F,2024-12-05 20:23:19.258,2024-12-05 20:25:32.380,133.122,High vortex aircraft,2024-12-05,20
343183,2024-12-03 23:31:25.978,2024-12-03 23:41:39.844,613.866,High vortex aircraft,2024-12-03,23
343183,2024-12-05 17:14:38.975,2024-12-05 17:16:56.507,137.532,High vortex aircraft,2024-12-05,17
3C6641,2024-12-02 16:16:33.179,2024-12-02 16:18:25.144,111.965,Heavy (larger than 136000 kg),2024-12-02,16
484EE5,2024-12-02 09:07:28.512,2024-12-02 10:15:07.788,4059.276,High vortex aircraft,2024-12-02,10
4B1A25,2024-12-02 13:06:01.783,2024-12-02 13:06:24.725,22.942,High vortex aircraft,2024-12-02,13
4B1A25,2024-12-06 19:55:40.941,2024-12-06 20:12:26.034,1005.093,High vortex aircraft,2024-12-06,20
4BB276,2024-12-06 14:11:02.333,2024-12-06 14:11:32.248,29.915,High vortex aircraft,2024-12-06,14
4BB28A,2024-12-07 14:12:56.730,2024-12-07 14:26:00.800,784.07,High vortex aircraft,2024-12-07,14
4CA4F4,2024-12-06 20:10:55.193,2024-12-06 20:11:31.203,36.01,Heavy (larger than 136000 kg),2024-12-06,20
4CC56E,2024-12-02 20:09:57.125,2024-12-02 20:15:48.486,351.361,High vortex aircraft,2024-12-02,20
AB8FD0,2024-12-02 09:16:14.930,2024-12-02 09:16:41.144,26.214,High vortex aircraft,2024-12-02,9
4CAFB5,2024-12-01 09:17:32.951,2024-12-01 09:18:03.468,30.517,High vortex aircraft,2024-12-01,9
020177,2024-12-01 15:03:11.504,2024-12-01 15:03:33.882,22.378,High vortex aircraft,2024-12-01,15
020177,2024-12-01 20:09:26.279,2024-12-02 06:41:15.667,37909.388,High vortex aircraft,2024-12-02,6
020177,2024-12-03 14:19:48.810,2024-12-03 14:20:08.219,19.409,High vortex aircraft,2024-12-03,14
020177,2024-12-03 19:30:30.264,2024-12-03 19:30:52.379,22.115,High vortex aircraft,2024-12-03,19
020177,2024-12-05 14:04:29.329,2024-12-05 14:16:38.639,729.31,High vortex aircraft,2024-12-05,14
3420CC,2024-12-01 06:29:18.997,2024-12-01 06:29:45.703,26.706,High vortex aircraft,2024-12-01,6
3420CC,2024-12-01 11:21:39.601,2024-12-01 11:29:29.147,469.546,High vortex aircraft,2024-12-01,11
3420CC,2024-12-01 19:15:32.050,2024-12-01 19:15:55.956,23.906,High vortex aircraft,2024-12-01,19
3420CC,2024-12-02 06:47:01.000,2024-12-02 06:47:24.773,23.773,High vortex aircraft,2024-12-02,6
3420CC,2024-12-02 10:56:21.170,2024-12-02 10:56:45.733,24.563,High vortex aircraft,2024-12-02,10
3420CC,2024-12-02 15:54:32.563,2024-12-02 15:55:01.245,28.682,High vortex aircraft,2024-12-02,15
3420CC,2024-12-03 06:31:50.387,2024-12-03 06:32:09.694,19.307,High vortex aircraft,2024-12-03,6
3420CC,2024-12-03 16:08:09.949,2024-12-03 16:08:31.116,21.167,Heavy (larger than 136000 kg),2024-12-03,16
3420CC,2024-12-03 20:38:04.172,2024-12-03 20:48:03.314,599.142,High vortex aircraft,2024-12-03,20
3420CC,2024-12-04 09:42:23.670,2024-12-04 09:42:39.220,15.55,Heavy (larger than 136000 kg),2024-12-04,9
3420CC,2024-12-04 15:19:45.897,2024-12-04 15:20:05.832,19.935,High vortex aircraft,2024-12-04,15
3420CC,2024-12-04 19:09:41.202,2024-12-04 19:19:49.470,608.268,High vortex aircraft,2024-12-04,19
3420CC,2024-12-05 11:39:31.777,2024-12-05 11:48:19.973,528.196,High vortex aircraft,2024-12-05,11
3420CC,2024-12-05 19:16:02.622,2024-12-05 19:17:50.948,108.326,High vortex aircraft,2024-12-05,19
3420CC,2024-12-06 06:30:10.346,2024-12-06 06:30:31.880,21.534,High vortex aircraft,2024-12-06,6
3420CC,2024-12-06 11:42:40.919,2024-12-06 11:54:18.889,697.97,High vortex aircraft,2024-12-06,11
3420CC,2024-12-06 19:02:17.539,2024-12-06 19:11:01.945,524.406,High vortex aircraft,2024-12-06,19
3420CC,2024-12-07 10:28:51.516,2024-12-07 10:29:10.718,19.202,High vortex aircraft,2024-12-07,10
3420CC,2024-12-07 16:20:00.099,2024-12-07 16:20:24.939,24.84,High vortex aircraft,2024-12-07,16
344417,2024-12-01 08:29:46.668,2024-12-01 08:30:09.718,23.05,High vortex aircraft,2024-12-01,8
344417,2024-12-01 15:25:49.334,2024-12-01 15:33:47.630,478.296,Heavy (larger than 136000 kg),2024-12-01,15
344417,2024-12-02 06:30:51.167,2024-12-02 06:31:21.187,30.02,High vortex aircraft,2024-12-02,6
344417,2024-12-02 11:06:54.697,2024-12-02 11:08:33.045,98.348,High vortex aircraft,2024-12-02,11
344417,2024-12-02 15:28:15.721,2024-12-02 15:28:38.407,22.686,High vortex aircraft,2024-12-02,15
344417,2024-12-03 11:17:35.573,2024-12-03 11:24:48.607,433.034,High vortex aircraft,2024-12-03,11
344417,2024-12-03 15:08:38.077,2024-12-03 15:10:03.283,85.206,High vortex aircraft,2024-12-03,15
344417,2024-12-03 19:01:44.680,2024-12-03 19:11:16.420,571.74,High vortex aircraft,2024-12-03,19
344417,2024-12-04 09:56:23.550,2024-12-04 10:05:43.437,559.887,High vortex aircraft,2024-12-04,10
344417,2024-12-04 18:46:48.675,2024-12-04 18:56:55.865,607.19,High vortex aircraft,2024-12-04,18
344417,2024-12-05 08:26:52.145,2024-12-05 08:27:14.604,22.459,High vortex aircraft,2024-12-05,8
344417,2024-12-05 15:47:05.059,2024-12-05 15:55:03.595,478.536,High vortex aircraft,2024-12-05,15
344417,2024-12-06 06:50:54.412,2024-12-06 06:52:02.804,68.392,High vortex aircraft,2024-12-06,6
344417,2024-12-06 14:13:14.459,2024-12-06 14:13:36.480,22.021,Heavy (larger than 136000 kg),2024-12-06,14
344417,2024-12-06 18:12:29.474,2024-12-06 18:21:57.646,568.172,High vortex aircraft,2024-12-06,18
344417,2024-12-07 07:24:56.097,2024-12-07 07:25:18.842,22.745,High vortex aircraft,2024-12-07,7
344417,2024-12-07 13:08:37.294,2024-12-07 13:12:16.186,218.892,High vortex aircraft,2024-12-07,13
344417,2024-12-07 17:03:18.615,2024-12-07 17:12:13.905,535.29,Heavy (larger than 136000 kg),2024-12-07,17
392AEF,2024-12-05 15:45:31.485,2024-12-05 15:45:54.359,22.874,High vortex aircraft,2024-12-05,15
4010EA,2024-12-04 11:11:41.755,2024-12-04 11:12:08.257,26.502,Heavy (larger than 136000 kg),2024-12-04,11
4010EA,2024-12-06 11:43:55.401,2024-12-06 11:44:17.745,22.344,High vortex aircraft,2024-12-06,11
40624E,2024-12-01 11:10:29.969,2024-12-01 11:11:23.062,53.093,High vortex aircraft,2024-12-01,11
440D6F,2024-12-06 15:02:09.861,2024-12-06 15:02:30.226,20.365,High vortex aircraft,2024-12-06,15
8964BD,2024-12-03 20:18:33.208,2024-12-03 20:24:05.434,332.226,High vortex aircraft,2024-12-03,20
344213,2024-12-04 07:03:43.967,2024-12-04 07:07:36.729,232.762,High vortex aircraft,2024-12-04,7
344213,2024-12-04 07:14:18.440,2024-12-04 07:14:44.046,25.606,High vortex aircraft,2024-12-04,7
344213,2024-12-04 11:08:47.273,2024-12-04 11:09:10.407,23.134,High vortex aircraft,2024-12-04,11
344213,2024-12-04 15:45:01.302,2024-12-04 15:45:25.221,23.919,High vortex aircraft,2024-12-04,15
344213,2024-12-04 18:55:21.850,2024-12-04 19:01:08.122,346.272,High vortex aircraft,2024-12-04,19
344213,2024-12-05 07:18:14.574,2024-12-05 07:23:02.355,287.781,High vortex aircraft,2024-12-05,7
344213,2024-12-05 11:37:48.321,2024-12-05 11:40:17.158,148.837,High vortex aircraft,2024-12-05,11
344213,2024-12-05 14:58:30.722,2024-12-05 14:59:06.614,35.892,Heavy (larger than 136000 kg),2024-12-05,14
344213,2024-12-05 18:56:36.381,2024-12-05 18:57:01.776,25.395,High vortex aircraft,2024-12-05,18
344213,2024-12-06 06:49:08.855,2024-12-06 06:49:32.294,23.439,High vortex aircraft,2024-12-06,6
344213,2024-12-06 10:26:47.546,2024-12-06 10:27:15.406,27.86,High vortex aircraft,2024-12-06,10
344213,2024-12-06 15:43:51.230,2024-12-06 15:44:21.246,30.016,High vortex aircraft,2024-12-06,15
345116,2024-12-04 16:57:55.474,2024-12-04 17:05:37.022,461.548,High vortex aircraft,2024-12-04,17
345687,2024-12-05 07:07:16.079,2024-12-05 07:18:56.381,700.302,High vortex aircraft,2024-12-05,7
345687,2024-12-05 10:44:24.810,2024-12-05 10:56:36.385,731.575,High vortex aircraft,2024-12-05,10
345687,2024-12-05 22:52:31.121,2024-12-05 23:00:51.213,500.092,High vortex aircraft,2024-12-05,23
345687,2024-12-06 07:40:55.449,2024-12-06 07:52:32.952,697.503,High vortex aircraft,2024-12-06,7
345687,2024-12-06 15:08:15.913,2024-12-06 15:20:37.999,742.086,High vortex aircraft,2024-12-06,15
345687,2024-12-07 07:27:43.895,2024-12-07 07:29:46.038,122.143,High vortex aircraft,2024-12-07,7
345687,2024-12-07 14:05:07.139,2024-12-07 14:05:58.441,51.302,High vortex aircraft,2024-12-07,14
347488,2024-12-06 14:21:55.063,2024-12-06 14:29:12.638,437.575,High vortex aircraft,2024-12-06,14
347488,2024-12-07 15:19:26.174,2024-12-07 15:19:52.328,26.154,High vortex aircraft,2024-12-07,15
392AF2,2024-12-02 11:43:01.998,2024-12-02 11:44:01.830,59.832,High vortex aircraft,2024-12-02,11
3420CB,2024-12-01 11:02:41.476,2024-12-01 11:03:03.213,21.737,High vortex aircraft,2024-12-01,11
3420CB,2024-12-01 15:09:51.518,2024-12-01 15:10:14.440,22.922,High vortex aircraft,2024-12-01,15
3420CB,2024-12-01 18:54:44.508,2024-12-01 18:58:50.033,245.525,High vortex aircraft,2024-12-01,18
3420CB,2024-12-02 06:22:31.677,2024-12-02 06:33:11.759,640.082,High vortex aircraft,2024-12-02,6
3420CB,2024-12-02 11:08:03.211,2024-12-02 11:09:44.263,101.052,Heavy (larger than 136000 kg),2024-12-02,11
3420CB,2024-12-02 14:50:00.104,2024-12-02 14:56:52.185,412.081,High vortex aircraft,2024-12-02,14
3420CB,2024-12-02 19:03:58.850,2024-12-02 19:12:44.607,525.757,High vortex aircraft,2024-12-02,19
3420CB,2024-12-03 08:23:09.085,2024-12-03 08:24:29.822,80.737,High vortex aircraft,2024-12-03,8
3420CB,2024-12-03 15:26:43.330,2024-12-03 15:27:11.700,28.37,High vortex aircraft,2024-12-03,15
3420CB,2024-12-03 20:54:01.921,2024-12-03 21:01:34.727,452.806,High vortex aircraft,2024-12-03,21
3420CB,2024-12-04 10:35:24.180,2024-12-04 10:35:58.175,33.995,High vortex aircraft,2024-12-04,10
3420CB,2024-12-04 12:48:09.059,2024-12-04 16:27:05.253,13136.194,High vortex aircraft,2024-12-04,16
3420CB,2024-12-05 06:49:23.988,2024-12-05 06:49:42.841,18.853,High vortex aircraft,2024-12-05,6
3420CB,2024-12-05 10:25:43.036,2024-12-05 10:26:11.595,28.559,High vortex aircraft,2024-12-05,10
3420CB,2024-12-05 15:45:50.397,2024-12-05 15:46:08.219,17.822,High vortex aircraft,2024-12-05,15
3420CB,2024-12-06 08:02:23.984,2024-12-06 08:15:29.313,785.329,High vortex aircraft,2024-12-06,8
3420CB,2024-12-06 16:02:17.687,2024-12-06 16:13:12.204,654.517,Heavy (larger than 136000 kg),2024-12-06,16
3420CB,2024-12-06 20:53:54.983,2024-12-06 20:54:15.109,20.126,High vortex aircraft,2024-12-06,20
3420CB,2024-12-07 08:37:27.723,2024-12-07 08:47:27.675,599.952,High vortex aircraft,2024-12-07,8
3420CB,2024-12-07 15:57:35.950,2024-12-07 15:58:13.729,37.779,High vortex aircraft,2024-12-07,15
44CF18,2024-12-01 18:07:52.217,2024-12-01 18:08:15.455,23.238,High vortex aircraft,2024-12-01,18
4CA5C8,2024-12-04 11:06:25.822,2024-12-04 11:06:45.818,19.996,High vortex aircraft,2024-12-04,11
4CA5C8,2024-12-06 11:01:13.859,2024-12-06 11:06:09.565,295.706,High vortex aircraft,2024-12-06,11
4CA708,2024-12-02 20:33:46.713,2024-12-02 20:34:11.609,24.896,High vortex aircraft,2024-12-02,20
4CA708,2024-12-06 10:08:46.422,2024-12-06 10:09:15.509,29.087,Heavy (larger than 136000 kg),2024-12-06,10
4D2367,2024-12-01 11:28:34.631,2024-12-01 11:35:35.421,420.79,High vortex aircraft,2024-12-01,11
4D2367,2024-12-01 19:34:14.770,2024-12-02 15:14:53.379,70838.609,High vortex aircraft,2024-12-02,15
4D2367,2024-12-02 19:04:59.145,2024-12-02 19:05:19.408,20.263,Heavy (larger than 136000 kg),2024-12-02,19
4D2367,2024-12-03 10:38:21.813,2024-12-03 10:39:16.144,54.331,High vortex aircraft,2024-12-03,10
4D2367,2024-12-05 18:43:34.273,2024-12-05 18:45:47.159,132.886,High vortex aircraft,2024-12-05,18
4D2367,2024-12-06 10:28:29.898,2024-12-06 10:28:52.111,22.213,High vortex aircraft,2024-12-06,10
4D2367,2024-12-06 18:41:03.524,2024-12-06 18:41:29.167,25.643,High vortex aircraft,2024-12-06,18
AB10CB,2024-12-02 12:21:38.902,2024-12-02 12:30:23.930,525.028,High vortex aircraft,2024-12-02,12
343650,2024-12-01 00:28:51.477,2024-12-01 00:28:56.336,4.859,High vortex aircraft,2024-12-01,0
343650,2024-12-01 00:28:59.879,2024-12-01 00:28:59.879,0.0,High vortex aircraft,2024-12-01,0
343650,2024-12-01 00:29:00.281,2024-12-01 00:29:00.688,0.407,High vortex aircraft,2024-12-01,0
343650,2024-12-01 00:29:12.527,2024-12-01 00:29:13.341,0.814,High vortex aircraft,2024-12-01,0
343650,2024-12-01 01:40:11.535,2024-12-01 01:40:14.062,2.527,High vortex aircraft,2024-12-01,1
343650,2024-12-01 09:14:23.232,2024-12-01 09:27:23.740,780.508,High vortex aircraft,2024-12-01,9
343650,2024-12-01 15:40:33.882,2024-12-01 15:41:10.273,36.391,High vortex aircraft,2024-12-01,15
343650,2024-12-01 19:05:42.405,2024-12-01 19:06:04.678,22.273,High vortex aircraft,2024-12-01,19
343650,2024-12-02 08:35:31.440,2024-12-02 08:35:52.038,20.598,High vortex aircraft,2024-12-02,8
343650,2024-12-02 11:51:36.478,2024-12-02 11:52:50.630,74.152,High vortex aircraft,2024-12-02,11
343650,2024-12-02 11:59:14.107,2024-12-02 12:00:18.891,64.784,High vortex aircraft,2024-12-02,12
343650,2024-12-02 15:15:10.012,2024-12-02 15:15:46.111,36.099,High vortex aircraft,2024-12-02,15
343650,2024-12-02 19:11:25.694,2024-12-02 19:11:47.127,21.433,High vortex aircraft,2024-12-02,19
343650,2024-12-03 11:24:08.154,2024-12-03 11:24:37.311,29.157,High vortex aircraft,2024-12-03,11
343650,2024-12-03 15:21:06.898,2024-12-03 15:21:31.791,24.893,High vortex aircraft,2024-12-03,15
343650,2024-12-04 06:21:04.453,2024-12-04 06:30:56.832,592.379,Heavy (larger than 136000 kg),2024-12-04,6
343650,2024-12-04 11:24:56.606,2024-12-04 11:25:17.621,21.015,High vortex aircraft,2024-12-04,11
343650,2024-12-04 15:21:10.155,2024-12-04 15:21:43.796,33.641,High vortex aircraft,2024-12-04,15
343650,2024-12-04 18:52:59.726,2024-12-04 18:53:00.402,0.676,High vortex aircraft,2024-12-04,18
343650,2024-12-05 09:11:47.455,2024-12-05 09:11:51.228,3.773,High vortex aircraft,2024-12-05,9
343650,2024-12-05 09:21:46.700,2024-12-05 09:22:10.346,23.646,High vortex aircraft,2024-12-05,9
343650,2024-12-05 15:25:48.318,2024-12-05 15:26:13.295,24.977,High vortex aircraft,2024-12-05,15
343650,2024-12-05 18:46:26.664,2024-12-05 18:56:10.598,583.934,High vortex aircraft,2024-12-05,18
343650,2024-12-06 09:03:38.687,2024-12-06 09:13:39.332,600.645,High vortex aircraft,2024-12-06,9
343650,2024-12-06 15:28:41.253,2024-12-06 15:29:08.320,27.067,High vortex aircraft,2024-12-06,15
343650,2024-12-06 19:49:08.759,2024-12-06 19:49:33.261,24.502,High vortex aircraft,2024-12-06,19
343650,2024-12-07 06:42:26.717,2024-12-07 06:42:45.094,18.377,High vortex aircraft,2024-12-07,6
343650,2024-12-07 13:41:36.007,2024-12-07 13:42:01.469,25.462,High vortex aircraft,2024-12-07,13
343650,2024-12-07 19:20:47.957,2024-12-07 19:32:09.554,681.597,High vortex aircraft,2024-12-07,19
406C71,2024-12-05 20:25:04.912,2024-12-05 20:36:29.606,684.694,High vortex aircraft,2024-12-05,20
440465,2024-12-02 16:43:27.904,2024-12-02 16:43:47.612,19.708,High vortex aircraft,2024-12-02,16
4CAE4C,2024-12-05 17:29:56.199,2024-12-05 17:30:23.762,27.563,High vortex aircraft,2024-12-05,17
4CAE4C,2024-12-06 05:11:57.045,2024-12-06 05:12:21.680,24.635,High vortex aircraft,2024-12-06,5
4CAE4C,2024-12-06 14:53:45.763,2024-12-06 14:54:15.228,29.465,Heavy (larger than 136000 kg),2024-12-06,14
505D99,2024-12-07 12:06:18.825,2024-12-07 12:07:19.649,60.824,High vortex aircraft,2024-12-07,12
781602,2024-12-02 09:43:23.722,2024-12-02 09:44:01.751,38.029,High vortex aircraft,2024-12-02,9
0100DB,2024-12-06 16:36:29.230,2024-12-06 16:49:46.397,797.167,High vortex aircraft,2024-12-06,16
0100DB,2024-12-07 12:40:31.927,2024-12-07 12:41:31.195,59.268,High vortex aircraft,2024-12-07,12
485A32,2024-12-02 05:22:47.527,2024-12-02 05:23:14.809,27.282,High vortex aircraft,2024-12-02,5
4D245C,2024-12-03 18:19:50.333,2024-12-03 19:53:15.128,5604.795,High vortex aircraft,2024-12-03,19
4D247A,2024-12-07 17:12:20.474,2024-12-07 17:29:42.336,1041.862,High vortex aircraft,2024-12-07,17
4246A3,2024-12-01 09:51:23.466,2024-12-01 10:07:02.795,939.329,High vortex aircraft,2024-12-01,10
4246A3,2024-12-06 22:34:21.724,2024-12-06 22:34:52.853,31.129,High vortex aircraft,2024-12-06,22
471F72,2024-12-04 09:36:18.420,2024-12-04 09:36:55.218,36.798,High vortex aircraft,2024-12-04,9
471F72,2024-12-07 09:18:04.318,2024-12-07 09:36:27.122,1102.804,High vortex aircraft,2024-12-07,9
